date_set,scope,condition,action,status,notes
2026-07-30,CCOLA,settled <86 stop,Kesim,expired,"08-03: 07-31 settled 91.05 (+0.61%) > 86 stop (-0.63pp). 08-03 intraday 91.1 RSI 68.9 (yukseliyor), MACD hist -0.12 (yatay). AEFES ile icecek overlap. Q2 bilanco 11 Agu BINARY (cekirdegin EN ERKEN katalizoru). Kesim settled <86 | 08-05: DEGERLENDIRILEMEDI (veri kesintisi 2. is gunu). Son teyit 07-31 settled 91.05 > 86 stop. Q2 11 Agu BINARY (6 gun) - cekirdegin EN ERKEN binary'si | 08-06 REJIM-DEGISIMI ALT-TETIGI FIRED -> agirlik 10'dan 5'e YARILANDI (KURAL 9c). settled 87,00/87,20/87,95 hepsi >86 stop (ihlal YOK, TAM KESIM YAPILMADI). Rejim kaniti: MACD hist +0,009 -> -0,629 NEG, intraday 87,95 sma20 88,62 VE ema20 88,75 ALTINDA, RSI 68,9 -> 51,1. 3 seansta -5,23pp, cekirdegin EN KOTUSU (kum. alfa -5,32). 08-03 tek-seans -%4,45 dususun nedeni DOGRULANAMADI (get_news CCOLA timeout). Stop 86 KORUNDU - settled 87,95 stopun yalnizca %2,2 ustunde, cekirdegin en dar tamponu. Q2 11 Agu BINARY (3 is gunu) -> stop delinmeden binary oncesi tam cikis 'churn = kayip' hatasi olurdu. Kesim <86 | 08-07: settled 87,70 > 86 stop (%2,0 pay - cekirdegin hala en dar tamponu), ihlal YOK -> HOLD %5. ACIK SORU KAPANDI: 08-03'teki -%4,45 dususun nedeni arastirildi, KAP 30 Tem'den bu yana TEMIZ (yalnizca rutin faiz/itfa ve MKK bildirimleri, sirkete ozgu olumsuz aciklama YOK) -> dusus FLOW kaynakli, aciklanmis temel olay degil. Dun 'yarilama kararina giren en buyuk bilinmez' diye isaretlenen bosluk DOLDURULDU. Rejim kismen onariliyor: intraday 90,40 sma20 89,01 VE ema20 88,98 uzerinde (+%3,08), MACD hist -0,629 -> -0,423 (hala NEG). Q2 11 Agu BINARY (2 is gunu). Kesim <86 | 08-10: 08-07 settled 89,00 > 86 (%3,37 tampon, cekirdegin en dari) -> MET DEGIL. Q2 YARIN (11 Agu). | 08-11: settled 90,05 > 86 stop -> MET DEGIL. DIKKAT: bugun INTRADAY 85,45 stopun ALTINDA (-%5,11, Q2 sonrasi). Intraday skorlamaya GIRMEZ (METHODOLOGY 3) -> kesim tetiklenmedi. YARIN 08-11 settled kapanis <86 gelirse KESIM tetigi FIRE eder; bu ON-KAYITLI olarak buraya yazildi ki karar fiyat gorulunce degil simdi verilmis olsun | 08-14 EXPIRED: pozisyon KAPANDI (AEFES/CCOLA tam kesim, exit 08-12 settled) -> bu tetigin izledigi agirlik artik yok. Geri alim sartlari positions.csv exit_reason'da kayitli"
2026-07-31,ENJSA,settled <104 stop / RSI>75 / EPS-beat+katalizor teyidi,Kesim (<104) / add-yasak (RSI>75) / add-teyit,fired,"08-03: 07-31 settled 108.90 (-0.55%) > 104 stop; up gununde -1.79pp geride ama sma20 105.5/ema50 106.3 UZERINDE. 08-03 intraday 108.0 RSI 61.7 MACD hist +0.51 POZ genisliyor. DIVERSIFIER starter (F/K 23.2<XELKT medyan 25.82 + PD/DD 1.28<1.34 + EV/FAVOK 4.1). Core-upgrade SART MET DEGIL: Q2 teyit (tarih TBD) VEYA settled >112 (108.90<112). EPS-beat/katalizor hala DOGRULANMADI -> starter. settled <104 -> KESIM | 08-05: DEGERLENDIRILEMEDI (veri kesintisi 2. is gunu). Son teyit 07-31 settled 108.90 > 104 stop. Core-upgrade sarti (Q2 teyit VEYA settled >112) olculemedi -> starter kalir | 08-06 CORE-UPGRADE FIRED: on-kayitli sart 'Q2 teyit VEYA settled >112' KARSILANDI - 08-05 settled 113,00 > 112. Agirlik starter 10 -> cekirdek 14 (CCOLA trim'inden finanse). Cekirdegin TEK pozitif-alfa ismi (+0,11pp); 3 seansta +1,94pp. MACD hist +0,618 POZ genisliyor, intraday 112,90 tum MA'larin uzerinde. Upgrade FIYAT tetigine dayanir, TEMEL TEYIDE DEGIL: EPS-beat hala dogrulanmadi (get_earnings erisilemedi), Q2 tarihi TBD, konsensus 5 AL/5 TUT 'Hold', mean 155,37'nin ima ettigi F/K 33,1 sektor medyani 25,82'nin USTUNDE -> hedef deger-destekli DEGIL, bagimsiz gerekce EV/FAVOK 4,2. Bu yuzden 20 degil 14. RSI 73,4 add-yasak 75'e YAKIN. RISK ESLEME: trailing stop 104 -> 106 YUKSELTILDI (sma20 106,86 ve ema50 107,18 altina). Yeni tetik satirina bakiniz"
2026-07-30,PORTFOY,Tuketici-staples konsantrasyonu %48 (BIMAS+AEFES+CCOLA) / icecek overlap %28 (AEFES+CCOLA),Konsantrasyon capi -> yeni staples add yasak,expired,"08-03: staples %48 (BIMAS 20+AEFES 18+CCOLA 10) DEGISMEDI, icecek overlap %28. Ek staples add YASAK devam. 3 staples Q2 bilancosu 11/12/19 Agu ardisik BINARY -> ciddi miss'te ilgili stop + konsantrasyon capi devrede. Herhangi settled stop -> serbest agirlik cesitlendirmeye VEYA nakde (ULKER F/K 8.4 cheap ama RSI 23.3 oversold katalizorsuz -> ADAY DEGIL) | 08-05: staples %48 / icecek overlap %28 DEGISMEDI (agirlik oynatilmadi). Ek staples add YASAK devam. 3 staples Q2 11/12/19 Agu ardisik BINARY - veri kesintisi 11 Agu'ya kadar surerse bilanco tepkisi OLCULEMEZ ve stop uygulanamaz | 08-06: CCOLA yarilamasiyla staples %48 -> %43 (BIMAS 20 + AEFES 18 + CCOLA 5), icecek overlap %28 -> %23. Cap HALA aktif, ek staples add YASAK (SOKM EV/FAVOK 3,8 ucuz olmasina ragmen bu nedenle ELENDI). Kritik bulgu: staples 5 ardisik seansta (07-31 -> 08-05) hem yukselen hem dusen tape'te XU100'un ALTINDA kaldi -> 'risk-off'ta kazanir' bacagi da zayifladi; bkz. yeni STAPLES-DRAG izleme tetigi | 08-07: staples %43 (BIMAS 20 + AEFES 18 + CCOLA 5) ve icecek overlap %23 DEGISMEDI - agirlik oynatilmadi. Ek staples add YASAK devam (SOKM yine bu nedenle elendi). Kritik gelisme: uc staples ismin kar bacagi bugun ILK KEZ sert veriyle olculdu ve AYRISTI - CCOLA +%213,8, BIMAS +%82,5, AEFES -%11,0 (attributable). Yani 'staples' tek blok degil; grup zayifligi hipotezi isim bazinda ayrismali test edilmeli. 11/12/19 Agu Q2 binary'leri hakem | 08-11: Staples %43 DEGISMEDI (BIMAS 20 + AEFES 18 + CCOLA 5); icecek overlap %23. Tek-isim banka capi %29 -> %22'ye INDI (GARAN trim). Ek staples add YASAK devam - bugun MGROS'u ikinci kez eledi | 08-14 EXPIRED: AEFES+CCOLA kesimiyle staples blogu %35 -> %12'ye (yalnizca BIMAS) indi; 'yeni staples add yasagi' capinin dayanagi olan konsantrasyon artik yok. Yerine 08-14'te FINANSAL konsantrasyon capi acildi (GARAN+ANSGR)"
2026-08-04,PORTFOY,Piyasa-verisi MCP (borsamcp-new) kesintisi -> prices.csv backfill boslugu,Erisim donunce 08-03 VE 08-04 kapanislarini BIRLIKTE backfill et; 2 ardisik is gunu surerse ESKALASYON,expired,"08-04 ACILDI: borsamcp-new bu oturumda hic baglanmadi (github MCP normal baglandi -> sunucuya ozgu ariza). Tum piyasa-verisi araclari erisilemedi: get_historical_data / get_technical_analysis / scan_stocks / screen_securities / get_financial_ratios / get_sector_comparison / get_news / get_bond_yields. Yedek yol da kapali: konteyner agi katı allowlist (yahoo/tradingview/isyatirim/stooq CONNECT 403), WebFetch tum finans sitelerinde 403. compute_perf.py CALISTI ama girdi bayat (as-of 07-31). LEDGER KORUNDU: uydurma/scrape veri prices.csv'ye YAZILMADI - kismi (yalniz XU100) backfill hisse bacagini 07-31'de birakip endeks bacagini 08-03'e demirleyerek SAHTE ALFA uretirdi. Web'de bulunan XU100 08-03 kapanis 13.410,54 (AA/Turkiye Gazetesi) yalnizca baglam, hicbir hesaba girmedi. RISK: 08-03'te bir stop delinmis olabilir ve bunu BILMIYORUZ. Staples Q2 binary'leri 11/12/19 Agu -> kesintinin 11 Agu ONCESI giderilmesi hisse seciminden onceliklidir | 08-05 FIRED (ESKALASYON): kesinti 2. ARDISIK IS GUNU devam etti -> tetigin eskalasyon esigi ASILDI. borsamcp-new yine hic baglanmadi; ToolSearch 4 ayri sorguda 'No matching deferred tools found'. Ag yedegi de hala kapali: query1/query2.finance.yahoo.com, scanner.tradingview.com, www.isyatirim.com.tr, stooq.com, fapi.borsaistanbul.com, www.kap.org.tr hepsi CONNECT 403 (proxy recentRelayFailures kaydi, 08-05 07:32Z). Ledger boslugu artik 2 SEANS (08-03, 08-04). Kismi backfill yine REDDEDILDI: web'de XU100 08-04 kapanis 13.687,93 (+%2,07) [takvim.com.tr/AA, 04 Agu] bulundu ve 08-03 13.410,54 ile aritmetik tutarli, ANCAK hisse bacagi eksik/celiskili (AEFES icin 'gelen 22.08' ledger'in 07-30 degeriyle ayni -> tarih hizalamasi supheli; BIMAS 379.00 tek-yayinci; GARAN/ENJSA/CCOLA fiyati YOK) -> yalniz endeksi tasimak SAHTE ALFA uretirdi. Ledger KORUNDU. ESKALASYON AKSIYONU: kullaniciya PushNotification ile bildirildi (MCP yeniden baglama VEYA ag allowlist'e finans hostlari ekleme talebi) | 08-06 COZULDU: borsamcp-new geri geldi (aralikli ama calisir). Tetigin on-kayitli aksiyonu AYNEN uygulandi: 08-03+08-04+08-05 kapanislari BIRLIKTE backfill edildi (7 ticker x 3 seans = 21 satir), prices.csv as-of 07-31 -> 08-05. GERIYE DONUK STOP KONTROLU TEMIZ: GARAN 127,90/131,80/129,70 hepsi >118; BIMAS 379,00/385,75/382,25 hepsi >370; AEFES 22,08/21,54/21,32 hepsi >20,40; CCOLA 87,00/87,20/87,95 hepsi >86; ENJSA 110,20/109,50/113,00 hepsi >104. HICBIR SEANSTA STOP DELINMEDI -> gecikmeli kesim yukumlulugu DOGMADI. Kesintinin gercek maliyeti: 08-04'te XU100 +%2,07 rallisini goremedik ve staples alfa erimesine 3 seans gec tepki verdik"
2026-08-05,PORTFOY,Veri kesintisi 3+ is gunu (11 Agu CCOLA Q2 oncesi giderilmezse),Bilanco-binary korumasi: kesinti 11 Agu'ya kadar surerse staples pozisyonlari OLCULEMEZ risk tasir -> erisim donunce ILK is stop kontrolu (11/12/19 Agu binary tepkileri) yapilir; kullanici mudahalesi olmadan yeni giris YOK,expired,"08-05 ACILDI (eskalasyon takip tetigi). Kesinti 08-04 ve 08-05'te 2 tam is gunu surdu. Kritik takvim: CCOLA Q2 11 Agu (6 gun), AEFES Q2 12 Agu (7 gun), BIMAS Q2 19 Agu (14 gun). KOSUL: erisim donunce ilk rutin (a) 08-03'ten itibaren TUM eksik kapanislari birlikte backfill eder, (b) her cekirdek isim icin stop ihlali olup olmadigini GERIYE DONUK kontrol eder (settled <118 GARAN / <370 BIMAS / <20.40 AEFES / <86 CCOLA / <104 ENJSA), (c) gecmis bir stop delinmisse kesim GECIKMELI ama UYGULANIR ve gecikme raporda acikca yazilir. Kesinti 11 Agu'yu gecerse alfa serisinin sureklilik varsayimi rapora kalici dipnot olarak islenir | 08-06 KOSUL ORTADAN KALKTI: kesinti 3. is gununde giderildi, 11 Agu CCOLA Q2'den ONCE. Tetigin (a) toplu backfill ve (b) geriye donuk stop kontrolu maddeleri uygulandi ve TEMIZ cikti; (c) gecikmeli kesim maddesi tetiklenmedi. Alfa serisi surekliligi KORUNDU - kalici dipnot GEREKMEDI. Kapanis notu: 3 seanslik korlukte gercekte bir stop delinmedi, ama alfa -0,65 -> -2,42 bozuldu; yani korlugun maliyeti kesim gecikmesi degil, staples erimesine gec tepki oldu"
2026-08-06,BIMAS,settled <378 (ema50 alti) VEYA RSI<45,Agirlik 20 -> 12 trim,fired,"08-12 FIRED: FIYAT BACAGI KARSILANDI - 08-11 settled 377,25 < 378 esigi. RSI bacagi karsilanmadi (elle Wilder RSI-14 = 45,50 > 45, n=35 en yakinsak seed). Tetik VEYA baglaciyla yazildi, tek bacak yeter. AKSIYON UYGULANDI: agirlik %20 -> %12, 8pp nakde. DORT KEZ olculdu (08-06 / 08-10 / 08-11 hayir), DORDUNCUDE evet. Tez BOZULMADI (2026Q1 +%82,5 YoY, buyback, 30 AL/1 TUT hedef 497,37) - trim TEKNIK+KONSANTRASYON gerekcelidir ve 19 Agu Q2 binary maruziyetini dusuruyor. Halefi ayni gun acildi. Onceki not: 08-06 ACILDI. Gerekce: BIMAS momentum rejimi bozuluyor (RSI 48,4, MACD hist -0,98 NEG, fiyat sma20 385,23 ve ema20 384,46 altinda) ve 3 seansta -3,87pp geride kaldi, AMA 370 stopu %3,3 uzakta ve Q2 19 Agu binary'si 9 is gunu ilerde. Stop-oncesi ara kademe: rejim bozulmasi ema50'nin (382,52) altina TASARSA veya RSI 45'in altina inerse trim; tam kesim yine settled <370'e bagli. Amac: FROTO dersinin tersini yapmamak (binary oncesi erken kesim) ama BIMAS'in alfa erimesini de sinirsiz tasimamak | 08-07 TETIK FIILEN OLCULDU -> KARSILANMADI, TRIM YAPILMADI. Fiyat bacagi: settled 382,25 > 378 -> MET DEGIL. RSI bacagi KAYNAK CELISKISI uretti: get_technical_analysis RSI 41,77 (<45, tetigi ima ediyordu) vs scan_stocks RSI 52,52. Celiski 41 kesinlesmis kapanistan ELLE hesaplanan Wilder RSI-14 = 49,50 ile cozuldu -> tetik MET DEGIL. TA aracinin okumasi AYKIRI DEGER; METHODOLOGY 3 geregi skorlama kesinlesmis kapanisla yapilir. Tetigin RSI bacagi bundan boyle 'SETTLED Wilder RSI-14 < 45' olarak okunur (belirsizlik giderildi). Momentum ayrica IYILESTI: intraday 386,50 sma20 386,26 ve ema20 384,67 UZERINDE, ema50 382,66 uzerinde. Tetik ACTIVE kaliyor | 08-10: IKINCI KEZ OLCULDU, MET DEGIL. Fiyat: 08-07 settled 385,75 > 378. RSI: TA 44,67 (<45, trim ima ediyordu) vs scan 51,17 -> celiski TEKRARLADI; elle Wilder RSI-14 = 51,44 (43 kesinlesmis kapanis) -> tetik MET DEGIL. METODOLOJI tetigi ust uste 2. gun gereksiz 8pp deviri onledi. | 08-11: UCUNCU KEZ olculdu, UCUNCU KEZ MET DEGIL. Fiyat 384,25 > 378 ✓; elle Wilder RSI-14 48,93 > 45 ✓ (5 seedin 5'i de 45 ustunde: 48,93/49,97/51,92/53,70/53,98). TA araci 35,31 ile -13,62 AYKIRI - ucuncu kez yanlilandi"
2026-08-06,ENJSA,settled <106 (yukseltilmis trailing stop) / RSI>75 add-yasak / Q2 EPS-beat teyidi,Kesim (<106) / add-yasak (RSI>75) / temel teyit,expired,"v2 TEMIZLIK 2026-09-18: pozisyon kapali, tetigin izledigi agirlik yok -> expired. v1'de kapanan pozisyonun tetikleri ayni rutinde expire edilmiyordu (METHODOLOGY 6.4 ihlali); v2 PROMPT adim 2d bunu zorunlu kilar. | 08-06 ACILDI (onceki ENJSA tetigi core-upgrade ile FIRED oldu, bu onun halefi). Trailing stop 104 -> 106 yukseltildi: giris 109,50'de risk butcesi -%5 idi; settled 113,00'te 104 stopu -%8'e genislemisti, 106 bunu -%6,2'ye geri cekiyor VE sma20 106,86 + ema50 107,18'in altina oturuyor -> tetiklenmesi icin kararli MA kirilimi gerekir (gurultuye duyarsiz). AGIRLIK 14 - ek upgrade icin TEMEL teyit sarti: KAP-teyitli Q2 EPS beat. Fiyat tetigi tek basina 14'un uzerine cikarmaya YETMEZ (upgrade zaten temel teyit olmadan yapildi, iki kez ayni riski almayiz). RSI 73,4 -> 75 asilirsa add-yasak | 08-07: settled 113,40 > 106 trailing stop (%7,0 pay), RSI 68,98 < 75 -> HOLD %14, degisiklik YOK. EK-UPGRADE sarti 'KAP-teyitli Q2 EPS beat' MET DEGIL - ENJSA Q2 tarihi hala TBD (KAP'ta finansal takvim bildirimi yok, get_news 10:40 TRT dogrudan tarandi) -> harfi harfine uyuldu, fiyat gucune ragmen agirlik artirilmadi. AMA TEMEL BOSLUK KAPANDI: 2026Q1 ana ortaklik net kar +1.080M vs 2025Q1 -970M zarar = zarardan kara donus, brut kar +%7,3 -> KURAL 7 kar bacagi ILK KEZ dogrulandi (borsapy mali tablolar 10:40 TRT). Nitelik cekincesi kayda geciyor: donusun bir kismi ertelenmis vergiden, FAALIYET KARI -%10,5 GERILEDI. Bu yuzden kanit 'yeterli' ama 'guclu' degil; upgrade sarti Q2'ye bagli KALIYOR | 08-10: 08-07 settled 113,20 > 106 (%6,36 tampon) -> MET DEGIL. RSI 67,21 (TA) / 63,19 (scan) < 75. Q2 TARIHI UCUNCU GUN de TBD: get_news ENJSA yeniden tarandi, KAP'ta finansal takvim bildirimi YOK -> ek-upgrade sarti test EDILEMIYOR (tetigin suresiz askida kalma riski surer). | 08-11: Q2 TARIHI BELIRSIZLIGI COZULDU: ENJSA Q2 Finansal Rapor 10 Agu 18:49 KAP (+ 19:07 Gelecege Donuk Degerlendirmeler). Ancak on-kayitli sart 'KAP-teyitli Q2 EPS BEAT' ve rakamlar hicbir beslemede yok -> beat DOGRULANAMIYOR, sart MET DEGIL, agirlik oynatilmadi. Destekleyici (karar-disi): konsensus HOLD -> BUY, 5AL/5TUT -> 7AL/4TUT, mean 155,37 -> 158,70, bugun +%2,74 (XU100 -%1,27 iken). settled 113,10 > 106 trailing stop ✓"
2026-08-06,DOAS,KAP-teyitli Q2 (19 Agu) kar buyumesi POZITIF + RSI<65 + settled >185,"Yeni giris degerlendir (starter ~8-10pp, nakitten)",active,"08-06 ACILDI. DOAS bugunun EN GUCLU TAZE ADAYI ama KURAL 2 geregi listeye ALINMADI. Gecen filtreler: F/K 12,9 + PD/DD 0,6 + EV/FAVOK 4,5 (deger bacagi TAM gecti), RSI 58,7 + MACD +0,70 POZ (momentum), konsensus 11 AL/8 TUT mean 250,76 dusuk 200,00 yuksek 305,00 (+%30,7 potansiyel), Q2 tarihi 19 Agu 2026 KAP-teyitli (04 Agu bildirimi, dogrudan okundu). GECMEYEN filtre: son ceyrek kar buyumesi POZITIF kaniti - get_earnings ve get_financial_statements bugun erisilemedi, bu YAPISAL limit DEGIL gunun arizasi. Ayrica portfoy otomotiv sektorunde FROTO ile -9,50pp realize kayip tasidi -> ayni sektore donus temel teyit olmadan yapilmaz. Giris kapisi 19 Agu bilancosuna baglandi | 08-07 TETIK OLCULDU -> KAR BACAGI DOGRULANDI ve BASARISIZ. get_financial_statements bugun calisti: 2026Q1 ana ortaklik net kar 574M vs 2025Q1 755M = -%24,0 YoY; satis gelirleri 49,6mlr vs 55,0mlr = -%9,8; brut kar -%25,8; faaliyet kari 2.215M vs 2.877M = -%23. Dun 'bugunun en guclu taze adayi, kar bacagi DOGRULANAMADI' idi; bugun DOGRULANDI ve GECMEDI. Sonuc: DOAS'in F/K 12,8 / PD/DD 0,6 ucuzlugu deger degil DARALAN KAR isareti - klasik deger tuzagi imzasi. Giris kapisi YUKSELTILDI: artik yalnizca 'Q2 pozitif' yetmez, 19 Agu bilancosunda kar dususunun TERSINE dondugu (YoY pozitif attributable net) gorulmeli + RSI<65 + settled >185. Tetik active kaliyor ama cubuk yukseldi | 08-10: MET DEGIL, iki bacak. RSI 66,77 (TA) / 64,94 (scan) > 65 kapisi; Q2 19 Agu (7 is gunu) -> kar donusu test edilemez. settled 194,30 > 185 (tek gecen bacak). 2026Q1 -%24,0 zaafi duruyor. | 08-11: RSI BACAGI ILK KEZ KARSILANDI: 61,74 < 65 (dun 66,77 idi). settled >185 ✓. Kar bacagi (Q2 19 Agu, 6 is gunu) test EDILEMEDI -> giris yok | 08-14 OLCULDU - FIYAT BACAGI KOPTU: 08-13 settled 174,50 < 185 esigi (08-12 194,40'ten -%10,24 TEK SEANSTA). RSI 36,94 (TA). Q2 19 Agu'da (3 is gunu). Deger-tuzagi HIPOTEZI (§6.7) lehine cok guclu bir gozlem: F/K 11,72 ile XUHIZ medyaninin (18,91) cok altinda olmasi hisseyi korumadi. MET DEGIL"
2026-08-06,PORTFOY,Staples (BIMAS+AEFES+CCOLA) 5 ardisik seansta XU100 altinda - yon-bagimsiz alfa erimesi,Hipotez izleme: 3 seans daha surerse staples agirligi %43'ten kademeli azalt,expired,"08-06 ACILDI [HIPOTEZ, n=5 seans - KANIT DEGIL]. Gozlem: 07-31 -> 08-05 arasinda staples her tape rejiminde geride kaldi. Yukselen tape (08-04 XU100 +%2,07): BIMAS +%1,78 AEFES -%2,45 CCOLA +%0,23 = geride. Dusen tape (08-03 XU100 -%0,35): BIMAS -%2,88 CCOLA -%4,45 = COK geride. Bu, 07-30'da kurulan 'risk-off'ta ucuz staples endeksi yener, risk-on'da geride kalir' iki-yonlu hipotezinin RISK-OFF bacagini YANLISLIYOR - staples her iki yonde de eriyor, yani rotasyon degil idiyosinkratik zayiflik. UYARI: n=5 seans gurultu bandinda ve 11/12/19 Agu Q2 binary'leri hipotezi test edecek; bilancolardan ONCE agirlik kesmek erken olur (FROTO dersi). Bu yuzden IZLEME tetigi, aksiyon tetigi degil. Sayac: 5/8 seans | 08-07: sayac 5/8 -> 6/8. 08-06 seansi (XU100 +%0,70): BIMAS %0,00 (-0,70pp) - AEFES +%0,657 (-0,04pp) - CCOLA -%0,284 (-0,98pp) -> ucu de geride, ama GERI KALMA SIDDETI BELIRGIN SEKILDE AZALDI (08-03'te -4,45pp'ye kadar cikmisti; AEFES bugun pratikte endeksle BASA BAS). HIPOTEZ ZAYIFLIYOR: bugun uc ismin kar bacagi sert veriyle olculdu ve KESKIN SEKILDE AYRISTI (CCOLA +%213,8 / BIMAS +%82,5 / AEFES -%11,0) -> 'staples grubu tek blok halinde eriyor' okumasi bu ayrismayla uyumsuz. Muhtemel dogru okuma: grup etkisi degil, isim bazli beklenti/vergi etkileri. Sayac devam ediyor ama 8'e ulassa bile TOPLU staples kesimi artik gerekcelendirilemez - aksiyon isim bazli olmali. [HIPOTEZ, n=6 seans - KANIT DEGIL] | 08-10: HIPOTEZ CURUDU -> EXPIRED. 08-07'de UC STAPLES'IN UCU BIRDEN XU100'u YENDI, ustelik endeksin DUSTUGU seansta (XU100 -%0,14): BIMAS +%0,92 = +1,06pp, AEFES +%0,56 = +0,70pp, CCOLA +%1,48 = +1,62pp. Sayac 6/8'de KIRILDI, 8'e ulasmadi. 'Yon-bagimsiz staples erimesi' iddiasi kendi on-kayitli testinde BASARISIZ oldu. Dun zaten zayifladigini yazmistim (kar bacaklari +%214 / +%82,5 / -%11,0 ile keskin ayristi); bugun fiyat tarafi da yanliladi. Kademeli staples azaltma patikasi KAPANDI. Konsantrasyon capi (ayri tetik) yururlukte KALIR - o bir risk limiti, bir alfa hipotezi degil."
2026-08-07,CCOLA,"Q2 (11 Agu) KAP-teyitli kar buyumesi POZITIF VE settled kapanis > ema20 (~89,0)",Agirlik 5 -> 10 geri yukselt (nakitten),expired,"08-07 ACILDI. Gerekce: dun rejim tetigiyle 10'dan 5'e indirdim; bugun kanitlarin UCU birden iyilesti - (i) 2026Q1 ana ortaklik net kar +%213,8 YoY (5.237M vs 1.669M), faaliyet kari +%84,3, brut kar +%32,2 = cekirdegin EN GUCLU kar buyumesi, sert veriyle; (ii) 08-03 dususunun KAP'ta karsiligi YOK -> flow teyit edildi; (iii) intraday 90,40 sma20 89,01 VE ema20 88,98 uzerine geri cikti. Buna RAGMEN bugun geri yukseltmiyorum cunku (a) MACD hist -0,423 hala NEGATIF, rejim TAM onarilmadi, (b) tek gunluk fiyat hareketiyle dunku kararin geri alinmasi arsivdeki 'churn = kayip' hatasinin tanimi olurdu (KURAL 9 anti-whipsaw). Bunun yerine ENJSA'da ISE YARAYAN yontem uygulaniyor: sart ON-KAYITLI yaziliyor, aksiyon sart karsilaninca otomatik. Q2 2 IS GUNU ilerde - binary sonrasi karar keyfi degil kayitli olacak | 08-10: FIYAT BACAGI KIL PAYI KARSILANDI, KAR BACAGI DEGIL -> AKSIYON YOK. 08-07 settled 89,00 vs ema20 88,998 = 0,002 TL uzerinde. Q2 11 Agu (1 is gunu) -> KAP-teyitli kar bacagi henuz yok. Iki kosul BIRLIKTE arandigi icin agirlik oynatilmadi; 0,002 TL marji tek basina aksiyon gerekcesi saymak tetigi yazma amacinin tersi olurdu. Yarin bilanco ile TAM test edilecek. | 08-11: Fiyat bacagi (a) KARSILANDI: settled 90,05 > elle ema20 88,22 (%2,07 saglam marj). Kar bacagi (b) KARSILANAMADI: Q2 KAP'a 10 Agu 18:47'de verildi (1 gun ERKEN) ama rakamlar hicbir beslemede yok (quarterly 2026Q1'de duruyor). Iki bacak birlikte arandigi icin AKSIYON YOK. Karsi kanit: konsensus hedefi 105,14 -> 107,07 YUKARI revize (Q2 sonrasi) -> -%5,1 dususun 'miss' okumasiyla celisiyor. Tetik ACIK kalir; rakamlar beslemeye dustugunde yeniden degerlendirilecek | 08-14 EXPIRED: pozisyon KAPANDI (AEFES/CCOLA tam kesim, exit 08-12 settled) -> bu tetigin izledigi agirlik artik yok. Geri alim sartlari positions.csv exit_reason'da kayitli"
2026-08-07,AEFES,"Q2 (12 Agu) attributable net kar buyumesi NEGATIF VE settled kapanis < ema50 (~21,34)",Agirlik 18 -> 12 trim,expired,"08-07 ACILDI. Gerekce: AEFES bugune kadar 'uc filtreyi de gecen' isim olarak %18 tasindi; bugun sert veri bunu KISMEN CURUTTU - 2026Q1 attributable net kar -%11,0 YoY (2.010M vs 2.258M). Karsi kanit gucludur ve kesim yapmamin onunde durur: faaliyet kari +%273 (4.293M vs 1.150M), brut kar +%21,5, satis +%7,6; dip cizgideki dusus vergi kaleminden (3.414M vs 1.597M, ~2x). Yani isletme saglikli, muhasebe/vergi dip cizgiyi eritti. Bugun agirlik oynatMIYORUM cunku settled 21,46 stopun (%20,40) %4,7 uzerinde ve Q2 12 Agu = 3 IS GUNU - stop delinmeden binary oncesi kesim FROTO hatasinin tekrari olur. Ama alfa erimesini de sinirsiz tasimam: Q2 dip cizgiyi de toparlayamaz VE fiyat ema50 altina otururca trim. Iki kosul BIRLIKTE aranir (tek basina zayif ceyrek veya tek basina teknik zayiflik yetmez) | 08-10: Q2 12 Agu = 2 is gunu, kar bacagi henuz test edilemez. Fiyat bacagi bugun OLCULDU: 08-07 settled 21,58 > ema50 21,35 -> o bacak MET DEGIL. Ek olumsuz kanit: hedefin ima ettigi F/K 16,72 > TAZE XGIDA medyan 16,39 -> hedef artik deger-destekli DEGIL (dun 16,4 vs 16,55 ile altindaydi; medyan daraldi). | 08-11: Test HENUZ YAPILAMADI: TradingView next_earnings_date 12 Agu -> 11 Agu'ya (BUGUN) cekildi ama KAP'ta AEFES Q2 bildirimi HENUZ YOK (en son 05 Agu rutin). Fiyat bacagi olculdu: settled 21,72 > ema50 21,32 -> o bacak MET DEGIL. Binary bugun/yarin | 08-14 EXPIRED: pozisyon KAPANDI (AEFES/CCOLA tam kesim, exit 08-12 settled) -> bu tetigin izledigi agirlik artik yok. Geri alim sartlari positions.csv exit_reason'da kayitli"
